designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
POSTO TERRITORIAL DE LORIGA,Quartel GNR,13347,091207,"Bairro Bela Vista, Rua C, nº 78",6270-072,Loriga,238953152,ct.grd.dsei.plrg@gnr.pt,www.gnr.pt,40.326,-7.688,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PARANHOS DA BEIRA,Quartel GNR,13348,091208,"Rua do Comércio, nº 53",6270-133,Paranhos da Beira,238976170,ct.grd.dsei.pprb@gnr.pt,www.gnr.pt,40.477,-7.782,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SEIA,Quartel GNR,13349,091233,Rua Drº Avelino Cunhal,6270-435,Seia,238310300,ct.grd.dsei.psei@gnr.pt,www.gnr.pt,40.411,-7.709,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DA GUARDA,Quartel GNR,13350,090758,"Largo General Humberto Delgado, nº 20",6301-856,Guarda,271210630,ct.grd.dgrd@gnr.pt,www.gnr.pt,40.534,-7.267,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE GONÇALO,Quartel GNR,13351,090757,"Rua Padre João Parente Antunes, nº 4",6300-115,Gonçalo,275434120,ct.grd.dgrd.pgnl@gnr.pt,www.gnr.pt,40.419,-7.347,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA GUARDA,Quartel GNR,13352,090758,"Largo General Humberto Delgado, nº 20",6301-856,Guarda,271210630,ct.grd.dgrd.pgrd@gnr.pt,www.gnr.pt,40.534,-7.267,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PÍNZIO,Quartel GNR,13353,091018,"Largo do Mercado, nº 23",6400-069,Pínzio,271947183,ct.grd.dgrd.ppnz@gnr.pt,www.gnr.pt,40.601,-7.069,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO SABUGAL,Quartel GNR,13354,091145,"Avenida Infante D. Henrique, n.º 2",6320-318,Sabugal,271750110,ct.grd.dgrd.psbg@gnr.pt,www.gnr.pt,40.351,-7.085,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MANTEIGAS,Quartel GNR,13355,090802,Rua dos Bombeiros Voluntários,6260-120,Manteigas,275981559,ct.grd.dsei.pmtg@gnr.pt,www.gnr.pt,40.4039,-7.534,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CELORICO DA BEIRA,Quartel GNR,13356,090324,"Largo Santa Eufémia, nº 10",6360-404,Celorico da Beira,271749020,ct.grd.dgva.pclb@gnr.pt,www.gnr.pt,40.632,-7.395,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE PINHEL,Quartel GNR,13357,091017,"Rua da GNR, nº 32",6400-477,Pinhel,271410130,ct.grd.dpnh@gnr.pt,www.gnr.pt,40.773,-7.078,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FREIXEDAS,Quartel GNR,13358,091010,Bairro Novo,6400-212,Pinhel,271456114,ct.grd.dpnh.pfxd@gnr.pt,www.gnr.pt,40.689,-7.160,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FREIXO DE NUMÃO,Quartel GNR,13359,091418,"Avenida Prof. Guilherme Cunha, nº 12",5155-235,Freixo de Numão,279789213,ct.grd.dpnh.pfxn@gnr.pt,www.gnr.pt,41.065,-7.219,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MÊDA,Quartel GNR,13360,090917,Rua dos Palames,6430-202,Mêda,279880100,ct.grd.dpnh.pmed@gnr.pt,www.gnr.pt,40.964,-7.257,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PINHEL,Quartel GNR,13361,091017,"Rua da GNR, nº 32",6400-477,Pinhel,271410130,ct.grd.dpnh.ppnh@gnr.pt,www.gnr.pt,40.773,-7.078,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TRANCOSO,Quartel GNR,13362,091332,Avenida Heróis de São Marcos nº 1,6420-003,Trancoso,271829030,ct.grd.dpnh.ptrn@gnr.pt,www.gnr.pt,40.777,-7.354,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA FRANCA DAS NAVES,Quartel GNR,13363,091334,"Rua Padre Indalecto Lopes das Neves, nº 18",6420-717,Vila Franca das Naves,271886118,ct.grd.dpnh.pvfn@gnr.pt,www.gnr.pt,40.727,-7.265,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA NOVA DE FOZ CÔA,Quartel GNR,13364,091419,"Rua Conde Ferreira, n.º 1",5150-592,Vila Nova de Foz Côa,279760500,ct.grd.dpnh.pvnf@gnr.pt,www.gnr.pt,41.081,-7.141,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VILAR FORMOSO,Quartel GNR,13365,090229,"Rua do Externato, nº 23",6355-265,Vilar Formoso,271512157,ct.grd.dvfm@gnr.pt,www.gnr.pt,40.603,-6.832,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALMEIDA,Quartel GNR,13366,090203,"Rua do Forte da Conceição, S/N",6350-217,Almeida,271574165,ct.grd.dvfm.pald@gnr.pt,www.gnr.pt,40.722,-6.902,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FIGUEIRA DE CASTELO RODRIGO,Quartel GNR,13367,090408,"Rua Drº Aníbal de Azevedo, nº 7",6440-132,Figueira de Castelo Rodrigo,271319060,ct.grd.dvfm.pfcr@gnr.pt,www.gnr.pt,40.893,-6.960,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MIUZELA,Quartel GNR,13368,090236,Largo do Mercado,6355-110,Miuzela,271585117,ct.grd.dvfm.pmzl@gnr.pt,www.gnr.pt,40.511,-7.005,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO SOITO,Quartel GNR,13369,091134,Rua das Eiras,6320-652,Soito,271601012,ct.grd.dvfm.psot@gnr.pt,www.gnr.pt,40.357,-6.954,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILAR FORMOSO,Quartel GNR,13370,090229,"Rua do Externato, nº 23",6355-265,Vilar Formoso,271512157,ct.grd.dvfm.pvfm@gnrgnr.pt,www.gnr.pt,40.603,-6.832,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
CENTRO DE COOPERAÇÃO POLICIAL E ADUANEIRA DE VILAR FORMOSO / FUENTES DE OÑORO,Quartel GNR,13371,090229,Largo 25 de Abril de 1974,6355-270,Vilar Formoso,214236692,,www.gnr.pt,40.607,-6.827,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DA GUARDA,Quartel GNR,13372,090758,"Estrada Nacional 16, Km 184, Rotunda de Pinhel - Arrifana",6300-383,Guarda,271232230,ct.grd.tgrd@gnr.pt,www.gnr.pt,40.569,-7.222,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DA GUARDA,Quartel GNR,13373,090758,"Largo General Humberto Delgado, nº 20",6301-856,Guarda,271210630,,www.gnr.pt,40.534,-7.267,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE LEIRIA,Quartel GNR,13374,100933,"Largo de Santo Estêvão, nº 13",2400-227,Leiria,244830150,ct.lra@gnr.pt,www.gnr.pt,39.744,-8.811,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE CALDAS DA RAINHA,Quartel GNR,13375,100617,Rua Major Pascoal Pires,2500-232,Caldas da Rainha,262830180,ct.lra.dlra@gnr.pt,www.gnr.pt,39.411,-9.138,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO BOMBARRAL,Quartel GNR,13376,100506,"Rua da Misericórdia, nº 28",2540-123,Bombarral,262605241,ct.lra.dclr.pbbr@gnr.pt,www.gnr.pt,39.268,-9.159,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CALDAS DA RAINHA,Quartel GNR,13377,100617,Rua Major Pascoal Pires,2500-232,Caldas da Rainha,262830187,ct.lra.dclr.pclr@gnr.pt,www.gnr.pt,39.411,-9.138,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ÓBIDOS,Quartel GNR,13378,101210,"Rua Direita, s/nº",2510-001,Óbidos,262955000,ct.lra.dclr.pobd@gnr.pt,www.gnr.pt,39.362,-9.157,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PENICHE,Quartel GNR,13379,101407,"Rua 1º de Dezembro, nº 119",2520-260,Peniche,262782152,ct.lra.dclr.ppnc@gnr.pt,www.gnr.pt,39.355,-9.381,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALCOBAÇA,Quartel GNR,13380,100121,Rua de Olivença,2460-035,Alcobaça,262580100,ct.lra.dalb.palb@gnr.pt,www.gnr.pt,39.552,-8.974,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BENEDITA,Quartel GNR,13381,100105,Rua 16 de Maio,2475-124,Benedita,262925120,ct.lra.dalb.pbnd@gnr.pt,www.gnr.pt,39.428,-8.977,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PATAIAS,Quartel GNR,13382,100123,Largo do Cruzeiro,2445-261,Pataias,244589393,ct.lra.dalb.ppat@gnr.pt,www.gnr.pt,39.667,-9.001,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO MARTINHO DO PORTO,Quartel GNR,13383,100112,"Av. Marechal Carmona, nº 12",2460-667,São Martinho do Porto,262995030,ct.lra.dalb.psmp@gnr.pt,www.gnr.pt,39.511,-9.133,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VALADO DE FRADES,Quartel GNR,13384,101103,"Avª da Nazaré, nº 45 B",2450-303,Valado de Frades,262577177,ct.lra.dalb.pvlf@gnr.pt,www.gnr.pt,39.588,-9.022,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE LEIRIA,Quartel GNR,13385,100933,"Largo de Santo Estêvão, nº 13",2400-227,Leiria,244830150,ct.lra.dlra@gnr.pt,www.gnr.pt,39.744,-8.811,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA BATALHA,Quartel GNR,13386,100401,Rua Luís da Silva Mouzinho de Albuquerque,2440-999,Batalha,244769120,ct.lra.dlra.pbtl@gnr.pt,www.gnr.pt,39.658,-8.823,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LEIRIA,Quartel GNR,13387,100933,"Largo de Santo Estêvão, nº 13",2400-227,Leiria,244830165,ct.lra.dlra.plra@gnr.pt,www.gnr.pt,39.744,-8.811,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MIRA DE AIRE,Quartel GNR,13388,101608,"Rua 10 de Junho, nº 64",2485-166,Mira De Aire,244440485,ct.lra.dlra.pmrd@gnr.pt,www.gnr.pt,39.539,-8.714,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONTE REAL,Quartel GNR,13389,100935,"Rua 28 de Maio, n.º 2",2425-060,Monte Real,244614817,ct.lra.dlra.pmtr@gnr.pt,www.gnr.pt,39.850,-8.866,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONTE REDONDO,Quartel GNR,13390,100936,"Rua Drº Luís Pereira da Costa, nº 70",2425-617,Monte Redondo,244685085,ct.lra.dlra.pmrdn@gnr.pt,www.gnr.pt,39.896,-8.829,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PORTO DE MÓS,Quartel GNR,13391,101614,"Rua Mestre de Aviz, nº 23",2480-339,Porto de Mós,244480080,ct.lra.dlra.ppdm@gnr.pt,www.gnr.pt,39.603,-8.821,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO PEDRO DE MOEL,Quartel GNR,13392,101001,"Av. Marginal, nº 1",2430-505,Marinha Grande,244590040,ct.lra.dlra.pspm@gnr.pt,www.gnr.pt,39.759,-9.031,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VIEIRA DE LEIRIA,Quartel GNR,13393,101002,Rua Stº António de Platina,2430-715,Vieira de Leiria,244698000,ct.lra.dlra.pvlr@gnr.pt,www.gnr.pt,39.869,-8.942,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE POMBAL,Quartel GNR,13394,101509,Rua de Ansião,3100-474,Pombal,236212011,ct.lra.dpbl@gnr.pt,www.gnr.pt,39.916,-8.619,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALVAIÁZERE,Quartel GNR,13395,100208,Rua Conselheiro Furtado dos Santos,3250-111,Alvaiázere,236650030,ct.lra.dpbl.palv@gnr.pt,www.gnr.pt,39.821,-8.379,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ANSIÃO,Quartel GNR,13396,100309,Urbanização do Brejo,3240-124,Ansião,236670800,ct.lra.dpbl.pans@gnr.pt,www.gnr.pt,39.919,-8.434,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CASTANHEIRA DE PÊRA,Quartel GNR,13397,100703,Avenida de São Domingos,3280-013,Castanheira de Pêra,236430320,ct.lra.dpbl.pctp@gnr.pt,www.gnr.pt,40.004,-8.211,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FIGUEIRÓ DOS VINHOS,Quartel GNR,13398,100806,Rua dos Bombeiros Voluntários,3260-419,Figueiró dos Vinhos,236559300,ct.lra.dpbl.pfgv@gnr.pt,www.gnr.pt,39.900,-8.273,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA GUIA,Quartel GNR,13399,101518,Largo Eng.º Guilherme Santos,3105-083,Guia,236951544,ct.lradpbl.pgui@gnr.pt,www.gnr.pt,39.945,-8.787,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PEDRÓGÃO GRANDE,Quartel GNR,13400,101302,Rua Manuel Nunes David,3270-099,Pedrógão Grande,236486284,ct.lra.dpbl.ppdg@gnr.pt,www.gnr.pt,39.913,-8.148,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO POMBAL,Quartel GNR,13401,101509,Rua de Ansião,3100-474,Pombal,236212011,ct.lra.dpbl.ppbl@gnr.pt,www.gnr.pt,39.916,-8.619,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE LEIRIA,Quartel GNR,13402,100933,"Largo de Santo Estevão, nº 13",2400-227,Leiria,244830170,ct.lra.tlra@gnr.pt,www.gnr.pt,39.744,-8.811,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE LEIRIA,Quartel GNR,13403,100933,"Largo de Santo Estêvão, nº 13",2400-227,Leiria,244830150,ct.lra.dint@gnr.pt,www.gnr.pt,39.744,-8.811,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE LISBOA,Quartel GNR,13404,110665,"Calçada do Combro, nº 96",1249-040,Lisboa,213252500,ct.lsb@gnr.pt,www.gnr.pt,38.711,-9.148,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ALENQUER,Quartel GNR,13405,110119,"Rua 1º Sargento da GNR Arnaldo Mota, n.º 9",2580-304,Alenquer,213252630,ct.lsb.dalq@gnr.pt,www.gnr.pt,39.053,-9.010,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALENQUER,Quartel GNR,13406,110119,"Rua 1º Sargento da GNR Arnaldo Mota, n.º 9",2580-304,Alenquer,263710350,ct.lsb.dalq.palq@gnr.pt,www.gnr.pt,39.053,-9.010,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AVEIRAS,Quartel GNR,13407,110303,"Rua 25 de Abril, nº 21, 1º andar",2050-066,Aveiras de Cima,263470220,ct.lsb.dalq.pavr@gnr.pt,www.gnr.pt,39.140,-8.900,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA AZAMBUJA,Quartel GNR,13408,110304,Bairro da Onia,2050-317,Azambuja,263418841,ct.lsb.dalq.pazb@gnr.pt,www.gnr.pt,39.075,-8.872,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CADAVAL,Quartel GNR,13409,110411,Rua Dr. José Joyce Damas Mora,2550-151,Cadaval,262690010,ct.lsb.dalq.pcdv@gnr.pt,www.gnr.pt,39.241,-9.102,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA MERCEANA,Quartel GNR,13410,110118,Rua dos Bombeiros Voluntários da Merceana,2580-087,Merceana,263766030,ct.lsb.dalq.pmrc@gnr.pt,www.gnr.pt,39.0916,-9.111,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE MAFRA,Quartel GNR,13411,110909,Rua do Seminário,2640-531,Mafra,213252650,ct.lsb.dmfr@gnr.pt,www.gnr.pt,38.937,-9.334,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA ERICEIRA,Quartel GNR,13412,110906,"Largo Domingos Fernandes, S/N",2655-264,Ereiceira,261860710,ct.lsb.dmfr.perc@gnr,www.gnr.pt,38.965,-9.419,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO LIVRAMENTO,Quartel GNR,13413,110918,"Rua Principal, nº 28",2665-015,Azueira,261961173,ct.lsb.dmfr.plvm@gnr,www.gnr.pt,39.006,-9.288,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MAFRA,Quartel GNR,13414,110909,Rua do Seminário,2640-531,Mafra,261818010,ct.lsb.dmfr.pmfr@gnr,www.gnr.pt,38.937,-9.334,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA MALVEIRA,Quartel GNR,13415,110921,Rua José Pomam,2665-293,Malveira,219663510,ct.lsb.dmfr.pmlv@gnr,www.gnr.pt,38.928,-9.245,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SINTRA,Quartel GNR,13416,111128,Largo Rainha D. Amélia,2710-616,Sintra,213252610,ct.lsb.dsnt@gnr.pt,www.gnr.pt,38.798,-9.390,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO TERRITORIAL DE ALCABIDECHE,Quartel GNR,13417,110501,Estrada das Tojas,2645-091,Alcabideche,214603850,ct.lsb.dsnt.pacb@gnr.pt,www.gnr.pt,38.729,-9.412,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
SUBDESTACAMENTO TERRITORIAL DE SINTRA,Quartel GNR,13418,111128,"Rua João de Deus, nº 6",2710-579,Sintra,213252620,ct.lsb.dsnt.sdsnt@gnr.pt,www.gnr.pt,38.798,-9.385,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE COLARES,Quartel GNR,13419,111105,"Avenida dos Bombeiros Voluntários, nº 75",2705-180,Colares,219289070,ct.lsb.dsnt.pclr@gnr.pt,www.gnr.pt,38.802,-9.449,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PÊRO PINHEIRO,Quartel GNR,13420,111123,"Rua 5 de Outubro, nº 11",2715-085,Pêro Pinheiro,219676940,ct.lsb.dsnt.pprp@gnr.pt,www.gnr.pt,38.859,-9.323,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE TORRES VEDRAS,Quartel GNR,13421,111326,Rua Raimundo Portas,2560-692,Torres Vedras,213252600,ct.lsb.dtvd@gnr.pt,www.gnr.pt,39.091,-9.263,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA LOURINHÃ,Quartel GNR,13422,110812,"Rua Rainha Dona Leonor, nº 10",2530-922,Lourinhã,261430140,ct.lsb.dtvd.plrn@gnr.pt,www.gnr.pt,39.245,-9.307,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MOITA DE FERREIROS,Quartel GNR,13423,110803,"Rua Veiga Rego, nº 14 - Moita Ferreiros",2530-499,Lourinhã,261459103,ctlsb.dtvd.pmtf@gnr.pt,www.gnr.pt,39.246,-9.222,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTA CRUZ,Quartel GNR,13424,111321,Estrada Nacional  247 - Km 27,2560-042,A dos Cunhados,261930450,ct.lsb.dtvd.pstc@gnr.pt,www.gnr.pt,39.134,-9.373,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SOBRAL DE MONTE AGRAÇO,Quartel GNR,13425,111203,"Rua Francisco Lázaro, n.º 29",2590-081,Sobral de Monte Agraço,261940800,ct.lsb.dtvd.psma@gnr.pt,www.gnr.pt,39.020,-9.152,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TORRES VEDRAS,Quartel GNR,13426,111326,Rua Raimundo Portas,2560-692,Torres Vedras,261337147,ct.lsb.dtvd.plrn@gnr.pt,www.gnr.pt,39.091,-9.263,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VILA FRANCA DE XIRA,Quartel GNR,13427,111408,Rua Calouste Gulbenkian,2625-575,Vialonga,213252680,ct.lsb.dvfx@gnr.pt,www.gnr.pt,38.876,-9.072,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ARRUDA DOS VINHOS,Quartel GNR,13428,110202,Rua Luis de Camões,2630-254,Arruda dos Vinhos,263977200,ct.lsb.dvfx.parv@gnr.pt,www.gnr.pt,38.980,-9.080,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BUCELAS,Quartel GNR,13429,110702,"Rua Luis de Camões, nº 4 R/C",2670-662,Bucelas,219688800,ct.lsb.dvfx.pbcl@gnr.pt,www.gnr.pt,38.898,-9.118,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CASTANHEIRA DO RIBATEJO,Quartel GNR,13430,111414,"Avenida Drº Luís César R. Ferreira, Lt 34, R/C Esq.",2600-650,Castanheira do Ribatejo,263285410,ct.lsb.dvfx.pctr@gnr.pt,www.gnr.pt,38.995,-8.972,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO JULIÃO DO TOJAL,Quartel GNR,13431,110729,Largo António Sérgio,2660-381,São Julião do Tojal,219737320,ct.lsb.dvfx.psjt@gnr.pt,www.gnr.pt,38.871,-9.122,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VIALONGA,Quartel GNR,13432,111408,Rua Calouste Gulbenkian,2625-575,Vialonga,219528930,ct.lsb.dvfx.pvlg@gnr.pt,www.gnr.pt,38.876,-9.072,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DO AEROPORTO DE LISBOA,Quartel GNR,13433,110633,Rua B - Edifício 11 - Aeroporto de Lisboa,1700-008,Lisboa,218485968,ct.lsb.dvfx.fael@gnr.pt,www.gnr.pt,38.772,-9.126,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DO MINISTÉRIO DAS FINANÇAS,Quartel GNR,13434,110665,Avª Infante D. Henrique,1149-009,Lisboa,218816888,ct.lsb.dvfx.fmfi@gnr.pt,www.gnr.pt,38.707,-9.134,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE CARCAVELOS,Quartel GNR,13435,110506,Quinta Torre da Aguilha - Edifício Brisa,2785-599,São Domingos de Rana,214447610,ct.lsb.tccv@gnr.pt,www.gnr.pt,38.709,-9.336,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DO CARREGADO,Quartel GNR,13436,110120,Quinta do Barrão,2580-464,Carregado,213252670,ct.lsb.tcrg@gnr.pt,www.gnr.pt,39.026,-8.968,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE TORRES VEDRAS,Quartel GNR,13437,111326,Catefica,2560-587,Torres Vedras,261334870,ct.lsb.ttvd@gnr.pt,www.gnr.pt,39.057,-9.240,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE LISBOA,Quartel GNR,13438,111102,Praceta General Humberto Delgado,2725-328,Mem Martins,219203619,ct.lsb.dint@gnr.pt,www.gnr.pt,38.793,-9.344,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE PORTALEGRE,Quartel GNR,13439,121411,"Largo de Santo Agostinho, nº10",7300-268,Portalegre,245609320,ct.ptg@gnr.pt,www.gnr.pt,39.290,-7.431,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ELVAS,Quartel GNR,13440,120712,Avenida de Badajoz,7350-325,Elvas,268637730,ct.ptg.delv@gnr.pt,www.gnr.pt,38.875,-7.180,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ARRONCHES,Quartel GNR,13441,120201,Rua do Bairro Novo,7340-002,Arronches,245580020,ct.ptg.delv.parc@gnr.pt,www.gnr.pt,39.121,-7.281,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CAMPO MAIOR,Quartel GNR,13442,120403,"Rua Drº Tello da Gama, S/N",7370-110,Campo Maior,268680390,ct.ptg.delv.pcpm@gnr.pt,www.gnr.pt,39.019,-7.067,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ELVAS,Quartel GNR,13443,120712,Avenida de Badajoz,7350-096,Elvas,268637730,ct.ptg.delv.pelv@gnr.pt,www.gnr.pt,38.875,-7.180,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONFORTE,Quartel GNR,13444,121102,"Rua Visconde da Luz, n.º 51",7450-143,Monforte,245573220,ct.ptg.delv.pmnf@gnr.pt,www.gnr.pt,39.052,-7.438,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
