designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,horario,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
ASSEMBLEIA DA REPUBLICA - Esquadra de Segurança,Segurança a instalações,1158,110660,"Praça de São Bento, s/n",1249-068,LISBOA,Sem Horário de Atendimento,213917337,0,http://www.psp.pt,38.712444,-9.153674,237,Ministério da Administração Interna,2528,PSP
PRESIDENCIA DO CONSELHO DE MINISTRO - Esquadra de Segurança,Segurança a instalações,1159,110659,"Rua Professor Gomes Teixeira, Edifício da P.C.M.",1350-265,LISBOA,Sem Horário de Atendimento,213927781 - 213927782,0,http://www.psp.pt,38.713094,-9.166431,237,Ministério da Administração Interna,2528,PSP
RESIDENCIA OFICIAL DO 1º MINISTRO - Esquadra de Segurança,Segurança a instalações,1160,110660,"Rua da Imprensa à Estrela, nº 4",1200-888,LISBOA,Sem Horário de Atendimento,213923500,0,http://www.psp.pt,38.712926,-9.155655,237,Ministério da Administração Interna,2528,PSP
CASA DA MOEDA - Esquadra de Segurança,Segurança a instalações,1161,110657,"Avenida João Crisóstomo, Edifício da Imprensa Nacional - Casa da Moeda",1000-042,LISBOA,Sem Horário de Atendimento,217810832,0,http://www.psp.pt,38.736901,-9.142321,237,Ministério da Administração Interna,2528,PSP
SEGURANÇA A INSTALAÇÕES DIPLOMATICAS - 1º Esquadra,Segurança a instalações,1162,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P. - Alcântara",1399-014,LISBOA,Sem Horário de Atendimento,213943680,0,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
SEGURANÇA A INSTALAÇÕES DIPLOMATICAS - 2ª Esquadra,Segurança a instalações,1163,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P. - Alcântara",1399-014,LISBOA,Sem Horário de Atendimento,213943680,0,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
SEGURANÇA A INSTALAÇÕES DIPLOMATICAS - 3ª Esquadra,Segurança a instalações,1164,110726,"Av.ª de Moscavide, nº 88 - Edifício da PSP",1886-502,MOSCAVIDE,Sem Horário de Atendimento,219449331,0,http://www.psp.pt,38.78046389,-9.1031444,237,Ministério da Administração Interna,2528,PSP
LISBOA - Divisão de Investigação Criminal,Divisão de Investigação Criminal,1165,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P. - Alcântara",1399-014,LISBOA,Sem Horário de Atendimento,213943600,dic.lisboa@psp.pt,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
LISBOA - 6ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1166,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P.",1399-014,LISBOA,Sem Horário de Atendimento,213943600,6eic.lisboa@psp.pt,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
LISBOA - 7ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1167,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P.",1399-014,LISBOA,Sem Horário de Atendimento,213943600,7eic.lisboa@psp.pt,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
LISBOA - 8ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1168,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P.",1399-014,LISBOA,Sem Horário de Atendimento,213943600,8eic.lisboa@psp.pt,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
LISBOA - Divisão de Investigação Criminal,Divisão de Investigação Criminal,1169,110660,"Rua Cintura do Porto de Lisboa, Edifício P.S.P. - Alcântara",1399-014,LISBOA,Sem Horário de Atendimento,213943600,diceij.lisboa@psp.pt,http://www.psp.pt,38.70313,-9.16893,237,Ministério da Administração Interna,2528,PSP
LISBOA - Divisão de Segurança Aeroportuaria,Segurança Aeroportuaria,1170,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,dsa.lisboa@psp.pt,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Segurança Aeroportuaria - Esquadra de Comando da Divisão,Segurança Aeroportuaria,1171,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Segurança Aeroportuaria - Esquadra de Intervenção e Fiscalização,Segurança Aeroportuaria,1172,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Segurança Aeroportuaria - Esquadra de Segurança Aeroportuaria de Lisboa,Segurança Aeroportuaria,1173,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Segurança Aeroportuaria - Esquadra de Trânsito,Segurança Aeroportuaria,1174,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Segurança Aeroportuaria - Esquadra de Investigação Criminal,Segurança Aeroportuaria,1175,110633,"Aeroporto de Lisboa - Arruamento A, Edifício 11",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.771983,-9.128436,237,Ministério da Administração Interna,2528,PSP
LISBOA - Divisão de Seguraça a Transportes Publicos,Segurança aos Transportes Publicos,1176,110665,Estação CP Rossio,1200-147,LISBOA,Sem Horário de Atendimento,213430432 - 213215738,dstp.lisboa@psp.pt,http://www.psp.pt,38.714510,-9.141377,237,Ministério da Administração Interna,2528,PSP
MARQUES DE POMBAL ESTAÇÃO - 1ª Esquadra de Segurança a Transportes Publicos,Segurança aos Transportes Publicos,1177,110666,Estação do Metro - Marquês de Pombal,1250-161,LISBOA,Atendimento Policial Permanente,213521040,0,http://www.psp.pt,38.724606,-9.150059,237,Ministério da Administração Interna,2528,PSP
MONTE ABRAÃO - 2ª Esquadra de Segurança a Transportes Publicos,Segurança aos Transportes Publicos,1178,111126,"Praça da Paz (Largo da Estação), Edif. da Estação da CP Monte Abraão",2745-106,MONTE ABRAÃO,Atendimento Policial Permanente,214358484,0,http://www.psp.pt,38.755347,-9.266268,237,Ministério da Administração Interna,2528,PSP
OEIRAS - 3ª Esquadra de Segurança a Transportes Publicos,Segurança aos Transportes Publicos,1179,111014,"Rua de St.º António, Edifício da Estação da CP/Oeiras - Nova Oeiras",2780-164,OEIRAS,Atendimento Policial Permanente,214410510,0,http://www.psp.pt,38.688592,-9.31898,237,Ministério da Administração Interna,2528,PSP
GIL - GARE ORIENTE - 4º Esquadra de Segurança a Transportes Publicos,Segurança aos Transportes Publicos,1180,110662,"Av. D. João II, Estação do Oriente Lt. 01.07.15",1990-233,LISBOA,Atendimento Policial Permanente,218946046,0,http://www.psp.pt,38.768262,-9.099443,237,Ministério da Administração Interna,2528,PSP
CP/METRO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1181,110665,"Estação da CP / Rossio, Edifício do Chefe da Estação",1200-147,LISBOA,Atendimento Policial Permanente,213215743,0,http://www.psp.pt,38.714510,-9.141377,237,Ministério da Administração Interna,2528,PSP
TRIBUNAL DA BOA HORA - Posto de Polícia,Posto de Polícia,1182,110665,Largo da Boa Hora,1249-099,LISBOA,Sem Horário de Atendimento,217654242 - 213462745,0,http://www.psp.pt,38.709641,-9.139264,237,Ministério da Administração Interna,2528,PSP
TRIBUNAL DE INSTRUÇÃO CRIMINAL - Posto de Polícia,Posto de Polícia,1183,110656,"Rua Gomes Freire, nº 18 a 30",1169-006,LISBOA,Sem Horário de Atendimento,213520800,0,http://www.psp.pt,38.723807,-9.139651,237,Ministério da Administração Interna,2528,PSP
TRIBUNAL DE MONSANTO - Esquadra Especial,Esquadra de Polícia,1184,110608,Tribunal de Monsanto,1500-624,LISBOA,Sem Horário de Atendimento,217654242,0,http://www.psp.pt,38.733264,-9.192196,237,Ministério da Administração Interna,2528,PSP
CAMPUS JUSTIÇA - Esquadra Especial,Esquadra de Segurança,1185,110662,Avª Dom João II - Parque das Nações - Piso C1 Edifício F,1990-097,LISBOA,Atendimento Policial Permanente,218364090,0,http://www.psp.pt,38.774721123,-9.096947,237,Ministério da Administração Interna,2528,PSP
PORTALEGRE - Comando Distrital,Comando,1186,121411,"Praça da República, n.º 19",7301-828,PORTALEGRE,Atendimento Policial Permanente,245300620,cpportalegre@psp.pt,http://www.psp.pt,39.289397,-7.429998,237,Ministério da Administração Interna,2528,PSP
PORTALEGRE - Esquadra de Trânsito,Esquadra de Trânsito,1187,121411,"Praça da República, n.º 19",7301-858,PORTALEGRE,Dias úteis: 9h00-12h30 / 14h00-16h00,245300620,ptgesqtr@rnsi.local,http://www.psp.pt,39.289397,-7.429998,237,Ministério da Administração Interna,2528,PSP
PORTALEGRE - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1188,121411,"Praça da República, n.º 19",7301-858,PORTALEGRE,Dias úteis: 9h00-12h30 / 14h00-16h00,245300620,ptgeic@rnsi.local,http://www.psp.pt,39.289397,-7.429998,237,Ministério da Administração Interna,2528,PSP
PORTALEGRE - Esquadra de Intervenção e Fiscalização,Esquadra de Intervenção e Fiscalização Policial,1189,121411,"Praça da República, n.º 19",7301-858,PORTALEGRE,Dias úteis: 9h00-12h30 / 14h00-16h00,245300620,0,http://www.psp.pt,39.289397,-7.429998,237,Ministério da Administração Interna,2528,PSP
PORTALEGRE - Esquadra,Esquadra de Polícia,1190,121411,"Praça da República, n.º 19",7301-858,PORTALEGRE,Atendimento Policial Permanente,245300620,ptlecg@rnsi.local,http://www.psp.pt,39.289397,-7.429998,237,Ministério da Administração Interna,2528,PSP
ELVAS - Divisão Policial,Divisão de Policia,1191,120712,"Rua André Gonçalves, n.º 1",7350-139,ELVAS,Atendimento Policial Permanente,268639470,elvas.portalegre@psp.pt,http://www.psp.pt,38.880477,-7.164567,237,Ministério da Administração Interna,2528,PSP
ELVAS - Esquadra de Trânsito,Esquadra de Trânsito,1192,120712,"Rua André Gonçalves, n.º 1",7350-139,ELVAS,Dias úteis: 9h00-12h30 / 14h00-16h00,268639470,ptgesqtr.elvas@rnsi.local,http://www.psp.pt,38.880477,-7.164567,237,Ministério da Administração Interna,2528,PSP
ELVAS - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1193,120712,"Rua André Gonçalves, n.º 1",7350-139,ELVAS,Dias úteis: 9h00-12h30 / 14h00-16h00,268639470,ptgeicelvas.@rnsi.local,http://www.psp.pt,38.880477,-7.164567,237,Ministério da Administração Interna,2528,PSP
ELVAS - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1194,120712,"Rua André Gonçalves, n.º 1",7350-139,ELVAS,Dias úteis: 9h00-12h30 / 14h00-16h00,268639470,0,http://www.psp.pt,38.880477,-7.164567,237,Ministério da Administração Interna,2528,PSP
ELVAS - Esquadra,Esquadra de Polícia,1195,120712,"Rua André Gonçalves, n.º 1",7350-139,ELVAS,Atendimento Policial Permanente,268639470,ptgecgelvas@rnsi.local,http://www.psp.pt,38.880477,-7.164567,237,Ministério da Administração Interna,2528,PSP
PORTO - Comando Metropolitano,Comando,1196,131217,"Largo 1º de Dezembro, s/n",4000-404,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,222092000 - 965956300,cmporto@psp.pt,http://www.psp.pt,41.142817,-8.609428,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra de Turismo,Esquadra de Turismo,1197,131217,"Rua Clube dos Fenianos, nº 11",4000-172,PORTO,Dias úteis: 08h00 - 02h00,222081833,prtetur@psp.pt,http://www.psp.pt,41.150058,-8.611398,237,Ministério da Administração Interna,2528,PSP
RELAÇÕES PÚBLICAS - PORTO,Departamento,1198,131217,"Largo 1º de Dezembro, s/n",4000-404,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,222092016,0,http://www.psp.pt,41.142817,-8.609428,237,Ministério da Administração Interna,2528,PSP
PORTO - Núcleo de Armas e Explosivos,Departamento,1199,131202,"Rua do Heroísmo, nº 218",4300-255,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,225191129,0,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
PORTO - Núcleo de Segurança Privada,Departamento,1200,131217,"Praça General Humberto Delgado, nº 287 - 6º andar, Sala 80",4000-288,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,223394380 -  2233944387,prtnspriv@psp.pt,http://www.psp.pt,41.1496404,-8.6114116,237,Ministério da Administração Interna,2528,PSP
BRIGADA DE PROTEÇÃO AMBIENTAL - PORTO,Varios,1201,131723,"Rua D. Maria Costa Bastos
(Qta do Guarda Livros) Oliveira do Douro",4430-191,VILA NOVA DE GAIA,Dias úteis: 08h00 - 20h00,227878370,bripa.porto@psp.pt,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
1ª Divisão Policial - PRT,Divisão de Policia,1202,131202,"Rua António Carneiro, nº 8",4300-003,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,225191133,1div.porto@psp.pt,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
1ª Divisão Policial - PRT - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1203,131202,"Rua António Carneiro, nº 8",4300-003,PORTO,Sem Horário de Atendimento,225191133,0,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
BONFIM - 3ª Esquadra PRT,Esquadra de Polícia,1204,131202,"Rua do Heroísmo, nº 218",4300-255,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225898930,0,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
CEDOFEITA - 12ª Esquadra PRT (Instalações Provisórias),Esquadra de Polícia,1205,131217,Rua do Paraíso,4000-377,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,222073640,0,http://www.psp.pt,41.15758,-8.608398,237,Ministério da Administração Interna,2528,PSP
INFANTE D. HENRIQUE - 9ª Esquadra PRT,Esquadra de Polícia,1206,131217,"Praça Infante D. Henrique, s/n",4050-116,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,222073370,0,http://www.psp.pt,41.141801,-8.614860,237,Ministério da Administração Interna,2528,PSP
CORONEL PACHECO - PORTO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1207,131217,"Praça Coronel Pacheco, n.º 46",4050-453,PORTO,Sem Horário de Atendimento,222071200 - 222080993,0,http://www.psp.pt,41.151325,-8.614797,237,Ministério da Administração Interna,2528,PSP
CORONEL PACHECO - 2ª Divisão Policial - PRT,Divisão de Policia,1208,131217,"Praça Coronel Pacheco, n.º 46",4050-453,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,222073280,0,http://www.psp.pt,41.151325,-8.614797,237,Ministério da Administração Interna,2528,PSP
FOZ - (EX. 15ª Esquadra) PRT,Esquadra de Polícia,1209,131216,"Rua Monsenhor Manuel Marinho, n.º 9",4150-482,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,226153010,0,http://www.psp.pt,41.152226,-8.675266,237,Ministério da Administração Interna,2528,PSP
ESQUADRA DE ALDOAR - PRT,Esquadra de Polícia,1210,131216,"Rua da Vilarinha, n.º 1150",4100-513,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,226153000,0,http://www.psp.pt,41.17114167,-8.6716389,237,Ministério da Administração Interna,2528,PSP
VISO - 18ª Esquadra PRT,Esquadra de Polícia,1211,131211,"Rua Central do Viso, Torre 1, r/c, Bairro do Viso",4250-206,Porto,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,228349340,0,http://www.psp.pt,41.1733541,-8.6215990,237,Ministério da Administração Interna,2528,PSP
3ª Divisão Policial - PRT,Divisão de Policia,1212,131203,"Rua de São Roque da Lameira, s/n",4350-304,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,225371437,3div.porto@psp.pt,http://www.psp.pt,41.159489,-8.581443,237,Ministério da Administração Interna,2528,PSP
Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1213,131203,"Rua de São Roque da Lameira, s/n",4350-304,PORTO,Sem Horário de Atendimento,225371437,0,http://www.psp.pt,41.159489,-8.581443,237,Ministério da Administração Interna,2528,PSP
4ª Esquadra PRT,Esquadra de Polícia,1214,131203,"Rua S. Roque da Lameira, s/n",4350-304,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225193680,0,http://www.psp.pt,41.159489,-8.581443,237,Ministério da Administração Interna,2528,PSP
5ª Esqº. LAGARTEIRO - PRT,Esquadra de Polícia,1215,131203,"Rua Teófilo Seyrig, nº 32 - Campanhã",4300-536,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225314010,0,http://www.psp.pt,41.1502144,-8.5706016,237,Ministério da Administração Interna,2528,PSP
6ª Esquadra - PRT,Esquadra de Polícia,1216,131202,"Rua de Naulila, n.º 206",4200-412,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225087760,0,http://www.psp.pt,41.164878,-8.590231,237,Ministério da Administração Interna,2528,PSP
Esq.ª Bom Pastor - (Ex. 8ª Esquadra) PRT,Esquadra de Polícia,1217,131210,"Rua do Vale Formoso, s/n",4200-377,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225574900,0,http://www.psp.pt,41.169619,-8.608782,237,Ministério da Administração Interna,2528,PSP
GONDOMAR - Divisão Policial,Divisão de Policia,1218,130408,"Rua da Boavista, S/ N",4435-123,RIO TINTO,Dias úteis: 9h00-12h30 / 14h00-16h00,224853850,divgondomar.porto@psp.pt,http://www.psp.pt,41.175478,-8.555571,237,Ministério da Administração Interna,2528,PSP
GONDOMAR - Esquadra de Trânsito,Esquadra de Trânsito,1219,130408,"Rua da Boavista, S/ N",4435-123,RIO TINTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224853850,0,http://www.psp.pt,41.175478,-8.555571,237,Ministério da Administração Interna,2528,PSP
GONDOMAR - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1220,130408,"Rua da Boavista, S/ N",4435-123,RIO TINTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224853850,0,http://www.psp.pt,41.175478,-8.555571,237,Ministério da Administração Interna,2528,PSP
RIO TINTO - GONDOMAR - Esquadra,Esquadra de Polícia,1221,130408,"Rua da Boavista, s/n",4435-123,RIO TINTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224853850,riotinto.porto@psp.pt,http://www.psp.pt,41.175478,-8.555571,237,Ministério da Administração Interna,2528,PSP
GONDOMAR - Esquadra,Esquadra de Polícia,1222,130415,"Caminho de Pevidal, S. Cosme, s/n",4420-264,GONDOMAR,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224663370,gondomar.porto@psp.pt,http://www.psp.pt,41.140287,-8.538303,237,Ministério da Administração Interna,2528,PSP
VALBOM - GONDOMAR - Esquadra,Esquadra de Polícia,1223,130415,"Rua Drº. Joaquim M. da Costa, 447",4420-435,VALBOM GDM,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224664000,valbom.porto@psp.pt,http://www.psp.pt,41.141200,-8.556949,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - Divisão Policial,Divisão de Policia,1224,131712,"Rua Maria Costa Bastos, Qtª. do Guarda Livros - Oliveira do Douro",4430-381,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00,227878370 - 227878375,divvngaia.porto@psp.pt,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - Esquadra de Trânsito,Esquadra de Trânsito,1225,131712,"Rua Maria Costa Bastos, Qtª. do Guarda Livros - Oliveira do Douro",4430-381,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227878375,0,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1226,131712,"Rua Maria Costa Bastos, Qtª. do Guarda Livros - Oliveira do Douro",4430-381,VILA NOVA DE GAIA,Sem Horário de Atendimento,227878370 - 227878375,0,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
OLIVEIRA DO DOURO - VILA NOVA DE GAIA - Esquadra,Esquadra de Polícia,1227,131712,"Rua Maria Costa Bastos, Qtª. do Guarda Livros - Oliveira do Douro",4430-381,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227878370,oliveiradodouro.porto@psp.pt,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - 10ª Esquadra PRT,Esquadra de Polícia,1228,131730,"Avenida da República, s/n",4400-191,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,223774190,gaia.porto@psp.pt,http://www.psp.pt,41.130246,-8.606809,237,Ministério da Administração Interna,2528,PSP
AFURADA - VILA NOVA DE GAIA - Esquadra,Esquadra de Polícia,1229,131730,"Rua da Praia, n.º 73 - Afurada",4400-587,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227727300,afurada.porto@psp.pt,http://www.psp.pt,41.1437034,-8.6471460,237,Ministério da Administração Interna,2528,PSP
CANIDELO - VILA NOVA DE GAIA - Esquadra,Esquadra de Polícia,1230,131730,"Rua da Bélgica, 3073",4400-055,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227728410,canidelo.porto@psp.pt,http://www.psp.pt,41.127055,-8.636344,237,Ministério da Administração Interna,2528,PSP
VALADARES - VILA NOVA DE GAIA - Esquadra,Esquadra de Polícia,1231,131726,"Rua da Boa Nova, n.º 371",4405-535,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227169270,valadares.porto@psp.pt,http://www.psp.pt,41.095231,-8.62018,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - PARQUE DAS CAMÉLIAS,Varios,1232,130601,"Travessa das Camélias, s/n",4430,VILA NOVA DE GAIA,Sem Horário de Atendimento,223753705,0,http://www.psp.pt,41.129564,-8.604897,237,Ministério da Administração Interna,2528,PSP
MATOSINHOS - Divisão Policial,Divisão de Policia,1233,130812,"Rua de Goa, s/n",4454-505,MATOSINHOS,Dias úteis: 9h00-12h30 / 14h00-16h00,229399040 - 967250146,divmatosinhos.porto@psp.pt,http://www.psp.pt,41.184541,-8.681497,237,Ministério da Administração Interna,2528,PSP
MATOSINHOS - Esquadra de Trânsito,Esquadra de Trânsito,1234,130812,"Rua de Goa, s/n",4454-505,MATOSINHOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229383427,0,http://www.psp.pt,41.184541,-8.681497,237,Ministério da Administração Interna,2528,PSP
MATOSINHOS - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1235,130812,"Rua de Goa, s/n",4454-505,MATOSINHOS,Sem Horário de Atendimento,229399040 - 967250146,0,http://www.psp.pt,41.184541,-8.681497,237,Ministério da Administração Interna,2528,PSP
MATOSINHOS - Esquadra,Esquadra de Polícia,1236,130812,"Rua de Goa, s/n",4454-505,MATOSINHOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229383427,0,http://www.psp.pt,41.184541,-8.681497,237,Ministério da Administração Interna,2528,PSP
SÃO MAMEDE DE INFESTA - MATOSINHOS - Esquadra,Esquadra de Polícia,1237,130814,"Avenida do Conde, 6202",4465-095,SÃO MAMEDE DE INFESTA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229059580,smamedeinfesta.porto@psp.pt,http://www.psp.pt,41.193199,-8.610576,237,Ministério da Administração Interna,2528,PSP
CUSTÓIAS - MATOSINHOS - Esquadra,Esquadra de Polícia,1238,130811,"Rua Nova de S. Gens, s/n",4460-781,CUSTÓIAS MTS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229577940,custoias.porto@psp.pt,http://www.psp.pt,41.199564,-8.644256,237,Ministério da Administração Interna,2528,PSP
MAIA - Divisão Policial,Divisão de Policia,1239,130601,"Avenida do Lidador da Maia, s/n",4425-116,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00,229785190,divmaia.porto@psp.pt,http://www.psp.pt,41.206350,-8.565258,237,Ministério da Administração Interna,2528,PSP
MAIA - Esquadra de Trânsito,Esquadra de Trânsito,1240,130601,"Avenida do Lidador da Maia, s/n",4425-116,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229785190,0,http://www.psp.pt,41.206350,-8.565258,237,Ministério da Administração Interna,2528,PSP
MAIA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1241,130601,"Avenida do Lidador da Maia, s/n",4425-116,MAIA,Sem Horário de Atendimento,229785190,0,http://www.psp.pt,41.206350,-8.565258,237,Ministério da Administração Interna,2528,PSP
MAIA - Esquadra,Esquadra de Polícia,1242,130619,"Rua Dr.º Augusto Martins, nº 101",4470-145,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229479690,maia.porto@psp.pt,http://www.psp.pt,41.231047,-8.622431,237,Ministério da Administração Interna,2528,PSP
ERMESINDE - Esquadra,Esquadra de Polícia,1243,131503,"Rua da Cancela, 157",4445-369,ERMESINDE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229774340,ermezinde.porto@psp.pt,http://www.psp.pt,41.221076,-8.557356,237,Ministério da Administração Interna,2528,PSP
VALONGO - Esquadra,Esquadra de Polícia,1244,131505,"Rua Joaquim Marques dos Santos, 176",4440-749,VALONGO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224219800,valongo.porto@psp.pt,http://www.psp.pt,41.188008,-8.494769,237,Ministério da Administração Interna,2528,PSP
ÁGUAS SANTAS - MAIA - Esquadra,Esquadra de Polícia,1245,130601,"Rua Ferreira de Castro, s/n",4425-083,Águas Santas - MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229774280,aguassantas.porto@psp.pt,http://www.psp.pt,41.206350,-8.565258,237,Ministério da Administração Interna,2528,PSP
